,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Unnamed: 38,Unnamed: 39,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Unnamed: 27,Unnamed: 28,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Unnamed: 33,Unnamed: 34,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Unnamed: 26,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,Unnamed: 32
276,215,Sean Longstaff,ENG,MF,Newcastle Utd,25,1997,4,0,92,1.0,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,1,7,5,0.0,0.98,0.98,0.0,0.98,0.16,0.48,0.64,0.16,0.64,Matches,https://fbref.com/en/players/a2b105e0/Sean-Longstaff,a2b105e0,2,2,100.0,1.96,1.96,0.0,0.0,18.9,0,0.08,-0.2,-0.2,https://fbref.com/en/players/a2b105e0/Sean-Longstaff,a2b105e0,29,39,74.4,545,242,15,17,88.2,10,14,71.4,4,6,66.7,0.0,0.5,3,5,2,1,https://fbref.com/en/players/a2b105e0/Sean-Longstaff,a2b105e0,4,3.91,3,0,0,1,0,1,0.98,1,0,0,0,0,0,https://fbref.com/en/players/a2b105e0/Sean-Longstaff,4,1,0,3,1,4,66.7,2,1,1,0,4,0,0,52,0,2,52,1,50.0,1,50.0,31,0,3,2,33,https://fbref.com/en/players/a2b105e0/Sean-Longstaff
277,216,Max Lowe,ENG,"MF,DF",Sheffield Utd,26,1997,2,2,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,https://fbref.com/en/players/7af88b33/Max-Lowe,7af88b33,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/7af88b33/Max-Lowe,7af88b33,14,24,58.3,195,112,8,13,61.5,5,7,71.4,1,1,100.0,0.0,0.0,1,2,0,0,https://fbref.com/en/players/7af88b33/Max-Lowe,7af88b33,1,0.73,1,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/7af88b33/Max-Lowe,8,5,6,2,0,1,33.3,2,2,0,1,9,4,0,44,5,1,44,0,,0,,14,0,2,0,17,https://fbref.com/en/players/7af88b33/Max-Lowe
278,217,Douglas Luiz,BRA,MF,Aston Villa,25,1998,4,4,309,3.4,1,0,1,0,1,1,2,0,1.0,0.2,0.4,0.6,7,21,6,0.29,0.0,0.29,0.0,0.0,0.28,0.11,0.39,0.05,0.16,Matches,https://fbref.com/en/players/6f7d826d/Douglas-Luiz,6f7d826d,4,1,25.0,1.17,0.29,0.0,0.0,24.1,1,0.05,0.0,-0.2,https://fbref.com/en/players/6f7d826d/Douglas-Luiz,6f7d826d,189,214,88.3,3294,859,79,85,92.9,80,92,87.0,20,26,76.9,0.4,-0.4,4,18,5,1,https://fbref.com/en/players/6f7d826d/Douglas-Luiz,6f7d826d,14,4.08,9,4,0,0,0,1,0.29,1,0,0,0,0,0,https://fbref.com/en/players/6f7d826d/Douglas-Luiz,5,4,3,1,1,1,20.0,4,4,2,2,7,2,0,242,10,5,241,3,100.0,0,0.0,136,0,5,3,180,https://fbref.com/en/players/6f7d826d/Douglas-Luiz
279,218,Saša Lukić,SRB,MF,Fulham,27,1996,3,3,249,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,10,4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,c6e8cf1f,2,0,0.0,0.72,0.0,0.0,,20.0,0,0.02,0.0,0.0,https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,c6e8cf1f,127,140,90.7,2052,436,52,59,88.1,66,68,97.1,5,7,71.4,0.1,-0.1,2,7,1,0,https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,c6e8cf1f,4,1.45,2,0,0,0,1,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,4,3,1,2,1,2,33.3,4,1,1,2,6,4,0,156,4,3,156,3,75.0,1,25.0,110,0,2,1,115,https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic
280,219,Ian Maatsen,NED,"MF,FW",Chelsea,21,2002,3,0,29,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,2,5,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.27,0.22,0.27,Matches,https://fbref.com/en/players/cab9634e/Ian-Maatsen,cab9634e,1,0,0.0,3.1,0.0,0.0,,21.9,0,0.07,-0.1,-0.1,https://fbref.com/en/players/cab9634e/Ian-Maatsen,cab9634e,20,29,69.0,299,118,12,16,75.0,5,9,55.6,1,2,50.0,0.0,0.0,1,5,1,1,https://fbref.com/en/players/cab9634e/Ian-Maatsen,cab9634e,1,3.1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/cab9634e/Ian-Maatsen,1,1,0,0,1,0,,0,1,1,0,1,0,0,35,0,1,35,0,0.0,1,100.0,25,0,0,3,24,https://fbref.com/en/players/cab9634e/Ian-Maatsen
281,220,Alexis Mac Allister,ARG,MF,Liverpool,24,1998,4,4,309,3.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,4,18,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister,83d074ff,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister,83d074ff,172,201,85.6,2793,871,87,96,90.6,69,75,92.0,13,23,56.5,0.3,0.0,1,7,4,0,https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister,83d074ff,5,1.46,4,0,0,1,0,1,0.29,1,0,0,0,0,0,https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister,10,7,3,7,0,4,44.4,5,8,6,5,15,2,0,232,7,0,232,5,55.6,3,33.3,153,1,1,1,179,https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister
282,221,James Maddison,ENG,MF,Tottenham,26,1996,4,4,337,3.7,2,2,4,2,0,0,1,0,1.6,1.6,1.1,2.7,10,38,30,0.53,0.53,1.07,0.53,1.07,0.43,0.3,0.73,0.43,0.73,Matches,https://fbref.com/en/players/ee38d9c5/James-Maddison,ee38d9c5,13,9,69.2,3.47,2.4,0.15,0.22,19.2,0,0.12,0.4,0.4,https://fbref.com/en/players/ee38d9c5/James-Maddison,ee38d9c5,173,221,78.3,3141,977,78,85,91.8,69,88,78.4,23,41,56.1,1.8,0.9,10,15,16,1,https://fbref.com/en/players/ee38d9c5/James-Maddison,ee38d9c5,25,6.68,12,5,2,2,1,4,1.07,2,1,0,0,1,0,https://fbref.com/en/players/ee38d9c5/James-Maddison,3,0,0,2,1,3,50.0,3,1,1,3,6,2,0,258,3,18,258,7,63.6,2,18.2,193,5,4,9,210,https://fbref.com/en/players/ee38d9c5/James-Maddison
283,222,Noni Madueke,ENG,"FW,MF",Chelsea,21,2002,2,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,2,17,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,https://fbref.com/en/players/bf34eebd/Noni-Madueke,bf34eebd,2,1,50.0,4.0,2.0,0.0,0.0,21.0,0,0.03,-0.1,-0.1,https://fbref.com/en/players/bf34eebd/Noni-Madueke,bf34eebd,37,44,84.1,425,94,29,30,96.7,5,8,62.5,1,3,33.3,0.1,0.0,0,1,1,1,https://fbref.com/en/players/bf34eebd/Noni-Madueke,bf34eebd,2,4.0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/bf34eebd/Noni-Madueke,0,0,0,0,0,0,,0,0,0,0,0,0,0,53,0,8,53,0,0.0,2,50.0,39,3,4,1,43,https://fbref.com/en/players/bf34eebd/Noni-Madueke
284,223,Harry Maguire,ENG,DF,Manchester Utd,30,1993,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/d8931174/Harry-Maguire,d8931174,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/d8931174/Harry-Maguire,d8931174,12,15,80.0,362,162,1,2,50.0,7,7,100.0,4,6,66.7,0.0,0.0,0,2,0,0,https://fbref.com/en/players/d8931174/Harry-Maguire,d8931174,1,3.75,1,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/d8931174/Harry-Maguire,0,0,0,0,0,0,,0,0,0,0,0,0,0,15,1,0,15,0,,0,,10,0,0,0,13,https://fbref.com/en/players/d8931174/Harry-Maguire
285,224,Orel Mangala,BEL,MF,Nott'ham Forest,25,1998,3,3,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,https://fbref.com/en/players/a572e291/Orel-Mangala,a572e291,1,0,0.0,0.39,0.0,0.0,,24.6,0,0.01,0.0,0.0,https://fbref.com/en/players/a572e291/Orel-Mangala,a572e291,43,55,78.2,651,194,23,28,82.1,15,17,88.2,3,5,60.0,0.0,0.0,1,2,0,0,https://fbref.com/en/players/a572e291/Orel-Mangala,a572e291,4,1.58,3,0,0,0,1,1,0.39,1,0,0,0,0,0,https://fbref.com/en/players/a572e291/Orel-Mangala,6,2,4,1,1,5,83.3,1,3,2,5,11,0,0,82,6,0,82,0,0.0,3,75.0,36,0,1,5,43,https://fbref.com/en/players/a572e291/Orel-Mangala
286,225,Benson Manuel,BEL,"MF,FW",Burnley,26,1997,2,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/d7f99582/Benson-Manuel,d7f99582,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/d7f99582/Benson-Manuel,d7f99582,13,18,72.2,180,10,6,6,100.0,6,7,85.7,0,1,0.0,0.0,0.0,0,0,0,0,https://fbref.com/en/players/d7f99582/Benson-Manuel,d7f99582,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/d7f99582/Benson-Manuel,1,1,0,1,0,0,,0,0,0,0,1,0,0,25,0,1,25,2,33.3,4,66.7,20,0,2,1,19,https://fbref.com/en/players/d7f99582/Benson-Manuel
287,226,Solly March,ENG,FW,Brighton,29,1994,4,4,314,3.5,3,0,3,3,0,0,0,0,1.5,1.5,0.2,1.6,6,13,35,0.86,0.0,0.86,0.86,0.86,0.42,0.05,0.47,0.42,0.47,Matches,https://fbref.com/en/players/bb5fbd2b/Solly-March,bb5fbd2b,11,6,54.5,3.15,1.72,0.27,0.5,17.8,1,0.13,1.5,1.5,https://fbref.com/en/players/bb5fbd2b/Solly-March,bb5fbd2b,106,136,77.9,1726,335,62,73,84.9,28,34,82.4,13,19,68.4,0.4,-0.2,5,4,4,0,https://fbref.com/en/players/bb5fbd2b/Solly-March,bb5fbd2b,16,4.59,7,5,2,1,1,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/bb5fbd2b/Solly-March,7,5,3,2,2,3,50.0,3,3,3,7,14,4,0,188,6,14,188,6,42.9,7,50.0,117,2,7,7,124,https://fbref.com/en/players/bb5fbd2b/Solly-March
288,227,Anthony Martial,FRA,FW,Manchester Utd,27,1995,3,2,131,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,4,12,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,Matches,https://fbref.com/en/players/8b788c01/Anthony-Martial,8b788c01,2,1,50.0,1.37,0.69,0.0,0.0,11.5,0,0.04,-0.1,-0.1,https://fbref.com/en/players/8b788c01/Anthony-Martial,8b788c01,30,32,93.8,346,59,21,21,100.0,6,6,100.0,0,0,,0.0,-0.1,3,1,0,0,https://fbref.com/en/players/8b788c01/Anthony-Martial,8b788c01,3,2.06,2,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/8b788c01/Anthony-Martial,1,0,0,1,0,0,,0,1,1,0,1,0,0,43,0,5,43,0,0.0,1,100.0,30,0,5,1,36,https://fbref.com/en/players/8b788c01/Anthony-Martial
289,228,Martinelli,BRA,FW,Arsenal,22,2001,4,4,333,3.7,0,2,2,0,0,0,0,0,0.7,0.7,0.3,1.1,15,14,52,0.0,0.54,0.54,0.0,0.54,0.19,0.09,0.28,0.19,0.28,Matches,https://fbref.com/en/players/48a5a5d6/Martinelli,48a5a5d6,9,3,33.3,2.43,0.81,0.0,0.0,14.0,0,0.08,-0.7,-0.7,https://fbref.com/en/players/48a5a5d6/Martinelli,48a5a5d6,127,166,76.5,2010,437,76,85,89.4,37,48,77.1,12,23,52.2,0.5,1.7,4,6,7,1,https://fbref.com/en/players/48a5a5d6/Martinelli,48a5a5d6,12,3.24,6,2,2,0,0,4,1.08,2,1,1,0,0,0,https://fbref.com/en/players/48a5a5d6/Martinelli,2,2,0,2,0,0,0.0,2,3,3,2,4,0,0,208,0,31,208,8,50.0,7,43.8,138,8,4,7,153,https://fbref.com/en/players/48a5a5d6/Martinelli
290,229,Emiliano Martínez,ARG,GK,Aston Villa,31,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/7956236f/Emiliano-Martinez,7956236f,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/7956236f/Emiliano-Martinez,7956236f,99,113,87.6,2352,1359,24,25,96.0,54,56,96.4,21,32,65.6,0.0,0.0,0,1,0,0,https://fbref.com/en/players/7956236f/Emiliano-Martinez,7956236f,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/7956236f/Emiliano-Martinez,0,0,0,0,0,0,,0,0,0,0,0,2,0,123,100,0,123,0,,0,,74,0,0,0,64,https://fbref.com/en/players/7956236f/Emiliano-Martinez
291,230,Lisandro Martínez,ARG,DF,Manchester Utd,25,1998,4,4,291,3.2,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,https://fbref.com/en/players/bac46a10/Lisandro-Martinez,bac46a10,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/bac46a10/Lisandro-Martinez,bac46a10,186,204,91.2,3072,917,87,88,98.9,85,89,95.5,11,22,50.0,0.1,-0.1,2,21,1,0,https://fbref.com/en/players/bac46a10/Lisandro-Martinez,bac46a10,4,1.24,3,0,0,0,1,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/bac46a10/Lisandro-Martinez,6,5,5,1,0,3,33.3,6,4,2,1,7,11,0,234,28,1,234,2,100.0,0,0.0,161,0,1,1,166,https://fbref.com/en/players/bac46a10/Lisandro-Martinez
292,231,Pape Matar Sarr,SEN,MF,Tottenham,20,2002,4,3,216,2.4,1,1,2,1,0,0,1,0,1.2,1.2,0.7,1.9,5,17,7,0.42,0.42,0.83,0.42,0.83,0.5,0.31,0.81,0.5,0.81,Matches,https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr,feb5d972,10,5,50.0,4.17,2.08,0.1,0.2,10.4,0,0.12,-0.2,-0.2,https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr,feb5d972,104,118,88.1,1533,342,53,55,96.4,39,43,90.7,5,7,71.4,0.5,0.3,4,11,3,0,https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr,feb5d972,12,5.0,8,0,0,1,0,3,1.25,2,0,0,1,0,0,https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr,6,5,1,3,2,4,50.0,4,4,3,0,6,4,0,149,4,13,149,0,0.0,2,100.0,101,0,2,0,103,https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr
293,232,Jean-Philippe Mateta,FRA,FW,Crystal Palace,26,1997,2,0,40,0.4,0,2,2,0,0,0,0,0,0.0,0.0,0.7,0.7,0,2,3,0.0,4.5,4.5,0.0,4.5,0.0,1.48,1.48,0.0,1.48,Matches,https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta,50e6dc35,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta,50e6dc35,8,10,80.0,83,19,8,8,100.0,0,2,0.0,0,0,,0.1,1.3,2,0,2,0,https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta,50e6dc35,3,6.75,3,0,0,0,0,2,4.5,2,0,0,0,0,0,https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta,0,0,0,0,0,0,,0,0,0,0,0,0,0,16,0,1,16,0,,0,,10,0,4,1,12,https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta
294,233,Joël Matip,CMR,DF,Liverpool,32,1991,2,2,166,1.8,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.5,2,7,0,0.0,0.0,0.0,0.0,0.0,0.22,0.02,0.24,0.22,0.24,Matches,https://fbref.com/en/players/b217ef29/Joel-Matip,b217ef29,2,0,0.0,1.08,0.0,0.0,,9.1,0,0.21,-0.4,-0.4,https://fbref.com/en/players/b217ef29/Joel-Matip,b217ef29,117,131,89.3,1912,690,55,57,96.5,58,65,89.2,3,7,42.9,0.0,0.0,1,5,0,0,https://fbref.com/en/players/b217ef29/Joel-Matip,b217ef29,3,1.63,3,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/b217ef29/Joel-Matip,1,1,1,0,0,1,100.0,0,0,0,2,3,4,0,138,13,5,138,0,,0,,101,0,0,0,111,https://fbref.com/en/players/b217ef29/Joel-Matip
295,234,Neal Maupay,FRA,FW,Everton,27,1996,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,6,0.0,0.0,0.0,0.0,0.0,1.16,0.05,1.22,1.16,1.22,Matches,https://fbref.com/en/players/4bcf39f6/Neal-Maupay,4bcf39f6,5,4,80.0,4.05,3.24,0.0,0.0,12.5,0,0.29,-1.4,-1.4,https://fbref.com/en/players/4bcf39f6/Neal-Maupay,4bcf39f6,22,26,84.6,353,14,12,13,92.3,8,9,88.9,1,1,100.0,0.0,-0.1,1,0,0,0,https://fbref.com/en/players/4bcf39f6/Neal-Maupay,4bcf39f6,3,2.41,3,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/4bcf39f6/Neal-Maupay,0,0,0,0,0,0,0.0,1,2,2,0,0,1,0,40,1,8,40,0,,0,,20,1,6,3,28,https://fbref.com/en/players/4bcf39f6/Neal-Maupay
296,235,Bryan Mbeumo,CMR,FW,Brentford,24,1999,4,4,360,4.0,4,0,4,2,2,2,0,0,4.1,2.5,0.6,3.1,15,13,35,1.0,0.0,1.0,0.5,0.5,1.02,0.15,1.17,0.63,0.78,Matches,https://fbref.com/en/players/6afaebf2/Bryan-Mbeumo,6afaebf2,7,4,57.1,1.75,1.0,0.29,0.5,14.9,0,0.36,-0.1,-0.5,https://fbref.com/en/players/6afaebf2/Bryan-Mbeumo,6afaebf2,98,144,68.1,1629,532,63,70,90.0,18,39,46.2,16,25,64.0,0.9,-0.6,5,2,6,1,https://fbref.com/en/players/6afaebf2/Bryan-Mbeumo,6afaebf2,12,3.0,6,6,0,0,0,1,0.25,1,0,0,0,0,0,https://fbref.com/en/players/6afaebf2/Bryan-Mbeumo,3,2,1,0,2,1,14.3,6,1,1,1,4,2,0,175,3,23,173,0,0.0,5,71.4,104,8,6,8,131,https://fbref.com/en/players/6afaebf2/Bryan-Mbeumo
297,236,James Mcatee,ENG,MF,Manchester City,20,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,https://fbref.com/en/players/96593e89/James-Mcatee,96593e89,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/96593e89/James-Mcatee,96593e89,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,https://fbref.com/en/players/96593e89/James-Mcatee,96593e89,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/96593e89/James-Mcatee,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,0,0,1,0,,0,,0,0,0,0,0,https://fbref.com/en/players/96593e89/James-Mcatee
298,237,Oliver McBurnie,SCO,FW,Sheffield Utd,27,1996,2,1,110,1.2,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,0,1,2,0.0,0.82,0.82,0.0,0.82,0.32,0.35,0.68,0.32,0.68,Matches,https://fbref.com/en/players/78b8ac63/Oliver-McBurnie,78b8ac63,3,2,66.7,2.45,1.64,0.0,0.0,8.8,0,0.14,-0.4,-0.4,https://fbref.com/en/players/78b8ac63/Oliver-McBurnie,78b8ac63,16,30,53.3,164,67,10,20,50.0,3,5,60.0,0,0,,0.5,0.6,2,1,1,1,https://fbref.com/en/players/78b8ac63/Oliver-McBurnie,78b8ac63,3,2.45,2,0,0,0,0,1,0.82,1,0,0,0,0,0,https://fbref.com/en/players/78b8ac63/Oliver-McBurnie,1,0,0,1,0,1,100.0,0,4,4,1,2,2,0,44,2,6,44,1,50.0,1,50.0,24,0,0,0,35,https://fbref.com/en/players/78b8ac63/Oliver-McBurnie
299,238,John McGinn,SCO,"MF,FW",Aston Villa,28,1994,4,4,333,3.7,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.1,5,21,14,0.27,0.0,0.27,0.27,0.27,0.2,0.08,0.29,0.2,0.29,Matches,https://fbref.com/en/players/90f91999/John-McGinn,90f91999,3,2,66.7,0.81,0.54,0.33,0.5,10.1,0,0.25,0.2,0.2,https://fbref.com/en/players/90f91999/John-McGinn,90f91999,87,117,74.4,1543,622,39,49,79.6,35,42,83.3,12,22,54.5,0.3,-0.3,3,13,7,0,https://fbref.com/en/players/90f91999/John-McGinn,90f91999,9,2.43,7,2,0,0,0,1,0.27,1,0,0,0,0,0,https://fbref.com/en/players/90f91999/John-McGinn,2,1,0,1,1,0,0.0,4,2,2,0,2,1,0,144,2,7,144,8,57.1,5,35.7,92,0,6,0,113,https://fbref.com/en/players/90f91999/John-McGinn
300,239,Scott McKenna,SCO,DF,Nott'ham Forest,26,1996,4,4,326,3.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,6,0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,https://fbref.com/en/players/4e5a4cbc/Scott-McKenna,4e5a4cbc,1,0,0.0,0.28,0.0,0.0,,5.5,0,0.19,-0.2,-0.2,https://fbref.com/en/players/4e5a4cbc/Scott-McKenna,4e5a4cbc,87,126,69.0,1790,978,23,31,74.2,52,75,69.3,12,20,60.0,0.1,-0.1,2,7,2,0,https://fbref.com/en/players/4e5a4cbc/Scott-McKenna,4e5a4cbc,1,0.28,1,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/4e5a4cbc/Scott-McKenna,4,0,3,1,0,2,66.7,1,5,2,4,8,21,0,172,30,3,172,0,,0,,63,0,3,0,61,https://fbref.com/en/players/4e5a4cbc/Scott-McKenna
301,240,Dwight McNeil,ENG,MF,Everton,23,1999,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches,https://fbref.com/en/players/fc15fb84/Dwight-McNeil,fc15fb84,1,0,0.0,5.63,0.0,0.0,,29.2,0,0.04,0.0,0.0,https://fbref.com/en/players/fc15fb84/Dwight-McNeil,fc15fb84,7,8,87.5,123,9,3,3,100.0,3,4,75.0,1,1,100.0,0.0,0.0,0,0,0,0,https://fbref.com/en/players/fc15fb84/Dwight-McNeil,fc15fb84,1,5.63,1,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/fc15fb84/Dwight-McNeil,0,0,0,0,0,0,,0,1,1,1,1,0,0,10,0,0,10,0,,0,,10,0,0,3,11,https://fbref.com/en/players/fc15fb84/Dwight-McNeil
302,241,Scott McTominay,SCO,"MF,FW",Manchester Utd,26,1996,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,Matches,https://fbref.com/en/players/d93c2511/Scott-McTominay,d93c2511,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/d93c2511/Scott-McTominay,d93c2511,5,7,71.4,69,30,4,5,80.0,1,2,50.0,0,0,,0.0,0.0,1,3,0,0,https://fbref.com/en/players/d93c2511/Scott-McTominay,d93c2511,1,10.0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/d93c2511/Scott-McTominay,1,1,1,0,0,0,,0,1,0,0,1,1,0,11,2,0,11,0,0.0,0,0.0,6,0,0,1,6,https://fbref.com/en/players/d93c2511/Scott-McTominay
303,242,Ben Mee,ENG,DF,Brentford,33,1989,1,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,https://fbref.com/en/players/8df7a2fb/Ben-Mee,8df7a2fb,0,0,,0.0,0.0,,,,0,,0.0,0.0,https://fbref.com/en/players/8df7a2fb/Ben-Mee,8df7a2fb,34,44,77.3,615,291,10,11,90.9,20,23,87.0,4,10,40.0,0.2,-0.1,1,3,0,0,https://fbref.com/en/players/8df7a2fb/Ben-Mee,8df7a2fb,2,2.25,2,0,0,0,0,0,0.0,0,0,0,0,0,0,https://fbref.com/en/players/8df7a2fb/Ben-Mee,2,2,1,1,0,1,50.0,1,2,1,0,2,3,0,52,12,2,52,0,,0,,26,0,0,2,32,https://fbref.com/en/players/8df7a2fb/Ben-Mee
