,id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
389,534683,47,MissedShots,0.93,0.4329999923706055,0.032942477613687515,Rico Henry,h,9679,FromCorner,2023,Head,22298,Brentford,Crystal Palace,1,1,2023-08-26 14:00:00,Bryan Mbeumo,Aerial
390,534691,73,BlockedShot,0.965,0.56,0.13647274672985077,Ethan Pinnock,h,9678,FromCorner,2023,RightFoot,22298,Brentford,Crystal Palace,1,1,2023-08-26 14:00:00,Bryan Mbeumo,Cross
391,534694,84,BlockedShot,0.870999984741211,0.44599998474121094,0.07441245019435883,Frank Onyeka,h,9681,OpenPlay,2023,RightFoot,22298,Brentford,Crystal Palace,1,1,2023-08-26 14:00:00,Rico Henry,Cross
392,534695,84,BlockedShot,0.9259999847412109,0.6759999847412109,0.0396294891834259,Vitaly Janelt,h,9680,OpenPlay,2023,LeftFoot,22298,Brentford,Crystal Palace,1,1,2023-08-26 14:00:00,Frank Onyeka,Cross
393,534697,94,BlockedShot,0.86,0.4420000076293945,0.07243364304304123,Frank Onyeka,h,9681,OpenPlay,2023,RightFoot,22298,Brentford,Crystal Palace,1,1,2023-08-26 14:00:00,,None
394,534698,94,BlockedShot,0.740999984741211,0.40299999237060546,0.013679422438144684,Christian Nørgaard,h,7083,OpenPlay,2023,RightFoot,22298,Brentford,Crystal Palace,1,1,2023-08-26 14:00:00,,Rebound
395,536401,4,MissedShots,0.7969999694824219,0.3060000038146973,0.021340519189834595,Solly March,h,6049,OpenPlay,2023,LeftFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,,None
396,536402,6,MissedShots,0.915,0.48900001525878906,0.049074653536081314,João Pedro,h,8272,FromCorner,2023,Head,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,,None
397,536403,10,MissedShots,0.7859999847412109,0.62,0.011386903934180737,Estupiñán,h,5136,FromCorner,2023,RightFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,Lewis Dunk,HeadPass
398,536404,13,SavedShot,0.9130000305175782,0.664000015258789,0.11973189562559128,Evan Ferguson,h,10177,OpenPlay,2023,LeftFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,Billy Gilmour,Throughball
399,536405,15,BlockedShot,0.7959999847412109,0.6759999847412109,0.04738723859190941,Kaoru Mitoma,h,10806,OpenPlay,2023,RightFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,Estupiñán,Pass
400,536406,18,BlockedShot,0.87,0.7269999694824218,0.03625990450382233,Kaoru Mitoma,h,10806,OpenPlay,2023,RightFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,João Pedro,Pass
401,536407,26,SavedShot,0.965999984741211,0.645,0.08533822745084763,Kaoru Mitoma,h,10806,OpenPlay,2023,LeftFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,Estupiñán,Pass
402,536408,26,SavedShot,0.7430000305175781,0.59,0.014226137660443783,Billy Gilmour,h,7988,OpenPlay,2023,RightFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,,Rebound
403,536409,26,Goal,0.9369999694824219,0.46599998474121096,0.5516234040260315,Evan Ferguson,h,10177,OpenPlay,2023,RightFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,,Rebound
404,536411,28,MissedShots,0.86,0.5359999847412109,0.11603392660617828,João Pedro,h,8272,OpenPlay,2023,RightFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,Kaoru Mitoma,Pass
405,536412,31,BlockedShot,0.8819999694824219,0.6780000305175782,0.07706882059574127,Kaoru Mitoma,h,10806,OpenPlay,2023,RightFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,João Pedro,Pass
406,536414,43,MissedShots,0.870999984741211,0.5459999847412109,0.012817202135920525,Lewis Dunk,h,6048,FromCorner,2023,Head,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,Pascal Groß,Aerial
407,536415,64,Goal,0.745999984741211,0.53,0.029366634786128998,Evan Ferguson,h,10177,OpenPlay,2023,RightFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,Billy Gilmour,Pass
408,536417,69,Goal,0.8159999847412109,0.3679999923706055,0.05985834822058678,Evan Ferguson,h,10177,OpenPlay,2023,LeftFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,Kaoru Mitoma,Pass
409,536421,89,BlockedShot,0.9059999847412109,0.519000015258789,0.14653277397155762,Simon Adingra,h,11710,OpenPlay,2023,RightFoot,21931,Brighton,Newcastle United,3,1,2023-09-02 16:30:00,Kaoru Mitoma,Pass
410,535230,73,BlockedShot,0.8119999694824219,0.4779999923706055,0.016524694859981537,Gustavo Hamer,h,11839,OpenPlay,2023,RightFoot,22303,Sheffield United,Manchester City,1,2,2023-08-27 13:00:00,,Aerial
411,535231,73,MissedShots,0.7419999694824219,0.3139999961853027,0.013410582207143307,Anel Ahmedhodzic,h,10386,OpenPlay,2023,RightFoot,22303,Sheffield United,Manchester City,1,2,2023-08-27 13:00:00,,BallRecovery
412,535233,76,MissedShots,0.8880000305175781,0.44799999237060545,0.03393898531794548,Oliver McBurnie,h,1736,FromCorner,2023,Head,22303,Sheffield United,Manchester City,1,2,2023-08-27 13:00:00,Oliver Norwood,Cross
413,535236,84,Goal,0.8980000305175782,0.3579999923706055,0.05779503658413887,Jayden Bogle,h,9205,OpenPlay,2023,RightFoot,22303,Sheffield United,Manchester City,1,2,2023-08-27 13:00:00,,None
414,535240,89,MissedShots,0.9619999694824218,0.535,0.5949807167053223,Anel Ahmedhodzic,h,10386,OpenPlay,2023,RightFoot,22303,Sheffield United,Manchester City,1,2,2023-08-27 13:00:00,Oliver McBurnie,Cross
415,535241,91,MissedShots,0.8690000152587891,0.6619999694824219,0.04558177664875984,Yasser Larouci,h,10041,OpenPlay,2023,LeftFoot,22303,Sheffield United,Manchester City,1,2,2023-08-27 13:00:00,Gustavo Hamer,Pass
416,533840,4,SavedShot,0.9730000305175781,0.5220000076293946,0.1484714150428772,Jarrod Bowen,h,1776,FromCorner,2023,LeftFoot,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,,None
417,533841,6,Goal,0.9440000152587891,0.5420000076293945,0.3899350166320801,Naif Aguerd,h,6935,FromCorner,2023,Head,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,James Ward-Prowse,Cross
418,533842,12,BlockedShot,0.86,0.4540000152587891,0.10713309794664383,Michail Antonio,h,531,OpenPlay,2023,LeftFoot,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,Tomas Soucek,Pass
419,533844,16,BlockedShot,0.789000015258789,0.7319999694824219,0.022951073944568634,Said Benrahma,h,3585,OpenPlay,2023,RightFoot,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,Tomas Soucek,Pass
420,533852,36,ShotOnPost,0.850999984741211,0.51,0.035045742988586426,Lucas Paquetá,h,7365,OpenPlay,2023,LeftFoot,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,Tomas Soucek,Aerial
421,533854,42,MissedShots,0.784000015258789,0.705,0.022959215566515923,Said Benrahma,h,3585,OpenPlay,2023,RightFoot,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,Emerson,Pass
422,533856,50,BlockedShot,0.7419999694824219,0.56,0.020264754071831703,James Ward-Prowse,h,843,OpenPlay,2023,RightFoot,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,Lucas Paquetá,Pass
423,533857,52,Goal,0.8590000152587891,0.38099998474121094,0.05836445465683937,Michail Antonio,h,531,OpenPlay,2023,RightFoot,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,James Ward-Prowse,Chipped
424,533861,64,MissedShots,0.795,0.435,0.031637292355298996,Said Benrahma,h,3585,FromCorner,2023,RightFoot,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,Lucas Paquetá,Cross
425,533862,78,SavedShot,0.745999984741211,0.295,0.0181876253336668,Jarrod Bowen,h,1776,OpenPlay,2023,LeftFoot,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,Pablo Fornals,LayOff
426,533865,90,SavedShot,0.905,0.635,0.09621847420930862,Pablo Fornals,h,2335,OpenPlay,2023,RightFoot,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,,BallRecovery
427,533867,94,Goal,0.885,0.5,0.7611688375473022,Lucas Paquetá,h,7365,Penalty,2023,LeftFoot,22293,West Ham,Chelsea,3,1,2023-08-20 15:30:00,,Standard
428,532044,1,MissedShots,0.8769999694824219,0.509000015258789,0.030197013169527054,Lewis Dunk,h,6048,FromCorner,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Cross
429,532045,2,MissedShots,0.9280000305175782,0.43200000762939456,0.08002118766307831,Lewis Dunk,h,6048,FromCorner,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Mahmoud Dahoud,Cross
430,532046,4,MissedShots,0.8930000305175781,0.4909999847412109,0.4237302839756012,João Pedro,h,8272,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Pass
431,532047,7,MissedShots,0.725,0.6880000305175781,0.012145270593464375,Danny Welbeck,h,501,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,João Pedro,Pass
432,532048,13,MissedShots,0.9130000305175782,0.45299999237060545,0.11489401012659073,Pascal Groß,h,239,OpenPlay,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,Cross
433,532049,17,BlockedShot,0.7019999694824218,0.385,0.013333537615835667,Solly March,h,6049,SetPiece,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Pass
434,532050,17,BlockedShot,0.8569999694824219,0.675,0.04104902967810631,Estupiñán,h,5136,SetPiece,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Kaoru Mitoma,Pass
435,532051,19,SavedShot,0.914000015258789,0.285,0.04096674174070358,Danny Welbeck,h,501,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Solly March,Pass
436,532053,25,MissedShots,0.7680000305175781,0.639000015258789,0.02095428667962551,Mahmoud Dahoud,h,205,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Kaoru Mitoma,Pass
437,532055,32,MissedShots,0.8480000305175781,0.7319999694824219,0.01998881623148918,Kaoru Mitoma,h,10806,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Chipped
438,532057,35,Goal,0.9390000152587891,0.47,0.45607027411460876,Solly March,h,6049,OpenPlay,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Kaoru Mitoma,Cross
439,532060,38,ShotOnPost,0.8630000305175781,0.505,0.11525235325098038,Danny Welbeck,h,501,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,Pass
440,532061,39,SavedShot,0.740999984741211,0.6459999847412109,0.022851424291729927,Estupiñán,h,5136,OpenPlay,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Mahmoud Dahoud,Pass
441,532062,41,BlockedShot,0.8830000305175781,0.5070000076293946,0.12404989451169968,Danny Welbeck,h,501,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Kaoru Mitoma,Pass
442,532063,41,BlockedShot,0.749000015258789,0.4779999923706055,0.0221095010638237,Mahmoud Dahoud,h,205,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,,Rebound
443,532065,46,SavedShot,0.855999984741211,0.52,0.025739125907421112,Jan Paul van Hecke,h,10807,FromCorner,2023,Head,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,Cross
444,532066,47,BlockedShot,0.855999984741211,0.6,0.10012907534837723,João Pedro,h,8272,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Kaoru Mitoma,Pass
445,532067,51,ShotOnPost,0.8719999694824219,0.8009999847412109,0.017942124977707863,Pascal Groß,h,239,SetPiece,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Solly March,Pass
446,532068,62,SavedShot,0.919000015258789,0.5970000076293945,0.12647263705730438,Solly March,h,6049,OpenPlay,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Pass
447,532069,70,Goal,0.885,0.5,0.7611688375473022,João Pedro,h,8272,Penalty,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,,Standard
448,532071,83,SavedShot,0.7780000305175782,0.3160000038146973,0.027275795117020607,Billy Gilmour,h,7988,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,,None
449,532072,84,SavedShot,0.9130000305175782,0.6769999694824219,0.06968338042497635,Estupiñán,h,5136,OpenPlay,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Evan Ferguson,TakeOn
450,532073,84,Goal,0.955999984741211,0.41900001525878905,0.49286147952079773,Simon Adingra,h,11710,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,,BallRecovery
451,532074,85,ShotOnPost,0.8530000305175781,0.63,0.08076441287994385,Evan Ferguson,h,10177,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,Pass
452,532075,86,SavedShot,0.925,0.5879999923706055,0.14037765562534332,João Pedro,h,8272,OpenPlay,2023,LeftFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Pascal Groß,Pass
453,532076,88,SavedShot,0.955999984741211,0.5679999923706055,0.26246532797813416,Pascal Groß,h,239,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,TakeOn
454,532079,94,Goal,0.9669999694824218,0.4620000076293945,0.7277309894561768,Evan Ferguson,h,10177,OpenPlay,2023,RightFoot,22278,Brighton,Luton,4,1,2023-08-12 14:00:00,Estupiñán,Pass
455,532587,10,BlockedShot,0.91,0.3340000152587891,0.07426274567842484,Enzo Fernández,h,11356,OpenPlay,2023,RightFoot,22283,Chelsea,Liverpool,1,1,2023-08-13 15:30:00,Raheem Sterling,Pass
456,532589,15,SavedShot,0.93,0.4470000076293945,0.3863060176372528,Nicolas Jackson,h,10048,OpenPlay,2023,RightFoot,22283,Chelsea,Liverpool,1,1,2023-08-13 15:30:00,Reece James,Cross
457,532591,23,MissedShots,0.875999984741211,0.6680000305175782,0.0587216317653656,Nicolas Jackson,h,10048,OpenPlay,2023,LeftFoot,22283,Chelsea,Liverpool,1,1,2023-08-13 15:30:00,Levi Colwill,Pass
458,532593,36,Goal,0.9519999694824218,0.5059999847412109,0.5630566477775574,Axel Disasi,h,6885,FromCorner,2023,RightFoot,22283,Chelsea,Liverpool,1,1,2023-08-13 15:30:00,Ben Chilwell,HeadPass
459,532595,42,MissedShots,0.9209999847412109,0.4640000152587891,0.11661788076162338,Nicolas Jackson,h,10048,OpenPlay,2023,RightFoot,22283,Chelsea,Liverpool,1,1,2023-08-13 15:30:00,Reece James,Cross
460,532596,50,MissedShots,0.905,0.4929999923706055,0.11023158580064774,Axel Disasi,h,6885,SetPiece,2023,Head,22283,Chelsea,Liverpool,1,1,2023-08-13 15:30:00,Enzo Fernández,Cross
461,532602,54,SavedShot,0.9119999694824219,0.6859999847412109,0.26461896300315857,Ben Chilwell,h,782,OpenPlay,2023,LeftFoot,22283,Chelsea,Liverpool,1,1,2023-08-13 15:30:00,Enzo Fernández,Pass
462,532603,61,MissedShots,0.8490000152587891,0.9359999847412109,0.028564339503645897,Reece James,h,8067,DirectFreekick,2023,RightFoot,22283,Chelsea,Liverpool,1,1,2023-08-13 15:30:00,,Standard
463,532604,64,BlockedShot,0.8619999694824219,0.5670000076293945,0.047899890691041946,Levi Colwill,h,10805,FromCorner,2023,LeftFoot,22283,Chelsea,Liverpool,1,1,2023-08-13 15:30:00,Thiago Silva,Pass
464,532605,70,SavedShot,0.9259999847412109,0.665,0.2823037803173065,Nicolas Jackson,h,10048,OpenPlay,2023,LeftFoot,22283,Chelsea,Liverpool,1,1,2023-08-13 15:30:00,Levi Colwill,Pass
465,534439,18,BlockedShot,0.8909999847412109,0.600999984741211,0.022130122408270836,Philip Billing,h,6034,OpenPlay,2023,Head,22296,Bournemouth,Tottenham,0,2,2023-08-26 11:30:00,,Aerial
466,534443,28,BlockedShot,0.9180000305175782,0.3509999847412109,0.07354862242937088,Antoine Semenyo,h,11363,OpenPlay,2023,LeftFoot,22296,Bournemouth,Tottenham,0,2,2023-08-26 11:30:00,Philip Billing,Pass
467,534444,34,SavedShot,0.9369999694824219,0.5570000076293945,0.06284300237894058,Philip Billing,h,6034,SetPiece,2023,Head,22296,Bournemouth,Tottenham,0,2,2023-08-26 11:30:00,Ryan Christie,Aerial
468,534446,40,SavedShot,0.8030000305175782,0.6580000305175782,0.03147830814123154,Ryan Christie,h,10744,OpenPlay,2023,LeftFoot,22296,Bournemouth,Tottenham,0,2,2023-08-26 11:30:00,Philip Billing,BallRecovery
469,534448,49,BlockedShot,0.8540000152587891,0.6990000152587891,0.034033577889204025,Justin Kluivert,h,6963,OpenPlay,2023,RightFoot,22296,Bournemouth,Tottenham,0,2,2023-08-26 11:30:00,Philip Billing,Chipped
470,534449,50,MissedShots,0.865999984741211,0.4109999847412109,0.06027873978018761,Philip Billing,h,6034,OpenPlay,2023,LeftFoot,22296,Bournemouth,Tottenham,0,2,2023-08-26 11:30:00,,Rebound
471,534450,56,MissedShots,0.7819999694824219,0.6179999923706054,0.023935768753290176,Antoine Semenyo,h,11363,OpenPlay,2023,LeftFoot,22296,Bournemouth,Tottenham,0,2,2023-08-26 11:30:00,Justin Kluivert,BallTouch
472,534452,66,SavedShot,0.8280000305175781,0.64,0.05982113257050514,Jaidon Anthony,h,10746,OpenPlay,2023,RightFoot,22296,Bournemouth,Tottenham,0,2,2023-08-26 11:30:00,Hamed Junior Traore,TakeOn
473,534455,84,MissedShots,0.7980000305175782,0.6079999923706054,0.024041421711444855,Lewis Cook,h,1789,FromCorner,2023,RightFoot,22296,Bournemouth,Tottenham,0,2,2023-08-26 11:30:00,,None
474,534457,86,MissedShots,0.894000015258789,0.47900001525878905,0.07647287100553513,Dominic Solanke,h,1679,OpenPlay,2023,Head,22296,Bournemouth,Tottenham,0,2,2023-08-26 11:30:00,Max Aarons,Cross
475,534462,96,MissedShots,0.7559999847412109,0.4470000076293945,0.017050348222255707,Jaidon Anthony,h,10746,OpenPlay,2023,RightFoot,22296,Bournemouth,Tottenham,0,2,2023-08-26 11:30:00,Dominic Solanke,Pass
476,536301,0,BlockedShot,0.8140000152587891,0.5529999923706055,0.054806195199489594,Enzo Fernández,h,11356,OpenPlay,2023,LeftFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,,BallTouch
477,536302,1,BlockedShot,0.9319999694824219,0.5209999847412109,0.12592735886573792,Raheem Sterling,h,618,OpenPlay,2023,LeftFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Ben Chilwell,Cross
478,536303,15,MissedShots,0.7719999694824219,0.34400001525878904,0.020561281591653824,Conor Gallagher,h,9040,OpenPlay,2023,LeftFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,,None
479,536304,21,MissedShots,0.909000015258789,0.4490000152587891,0.13248158991336823,Ben Chilwell,h,782,OpenPlay,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Raheem Sterling,Pass
480,536307,34,MissedShots,0.830999984741211,0.5020000076293946,0.0609540231525898,Enzo Fernández,h,11356,OpenPlay,2023,LeftFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Ben Chilwell,None
481,536308,36,BlockedShot,0.7859999847412109,0.38099998474121094,0.08246716111898422,Ben Chilwell,h,782,DirectFreekick,2023,LeftFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,,Standard
482,536309,38,BlockedShot,0.904000015258789,0.33099998474121095,0.10138087719678879,Nicolas Jackson,h,10048,OpenPlay,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Conor Gallagher,Pass
483,536311,44,BlockedShot,0.899000015258789,0.3170000076293945,0.05541788786649704,Raheem Sterling,h,618,OpenPlay,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Enzo Fernández,Pass
484,536312,48,BlockedShot,0.885,0.3990000152587891,0.08782248198986053,Nicolas Jackson,h,10048,OpenPlay,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Raheem Sterling,Pass
485,536313,48,SavedShot,0.7180000305175781,0.539000015258789,0.015897050499916077,Enzo Fernández,h,11356,OpenPlay,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Nicolas Jackson,Pass
486,536314,50,BlockedShot,0.755,0.5709999847412109,0.06488196551799774,Enzo Fernández,h,11356,DirectFreekick,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,,Standard
487,536317,52,BlockedShot,0.8109999847412109,0.5229999923706055,0.04470110312104225,Moisés Caicedo,h,9453,OpenPlay,2023,LeftFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,,None
488,536318,53,MissedShots,0.935,0.46599998474121096,0.062064029276371,Axel Disasi,h,6885,FromCorner,2023,Head,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,,None
489,536319,55,BlockedShot,0.9280000305175782,0.5020000076293946,0.5732285976409912,Nicolas Jackson,h,10048,OpenPlay,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Enzo Fernández,Throughball
490,536320,63,BlockedShot,0.735,0.3509999847412109,0.014841490425169468,Axel Disasi,h,6885,OpenPlay,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Thiago Silva,HeadPass
491,536321,77,BlockedShot,0.874000015258789,0.27799999237060546,0.03238915652036667,Noni Madueke,h,11357,OpenPlay,2023,LeftFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,,Dispossessed
492,536322,82,MissedShots,0.9569999694824218,0.48900001525878906,0.6130334138870239,Nicolas Jackson,h,10048,OpenPlay,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,,None
493,536323,85,SavedShot,0.965999984741211,0.34200000762939453,0.023698072880506516,Thiago Silva,h,3288,SetPiece,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Enzo Fernández,Cross
494,536324,86,BlockedShot,0.685,0.5420000076293945,0.013619664125144482,Mykhailo Mudryk,h,11305,OpenPlay,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Ian Maatsen,Pass
495,536325,87,BlockedShot,0.7930000305175782,0.4640000152587891,0.03960062935948372,Ian Maatsen,h,11807,OpenPlay,2023,LeftFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Cole Palmer,Pass
496,536328,95,MissedShots,0.89,0.32599998474121095,0.06464161723852158,Raheem Sterling,h,618,OpenPlay,2023,RightFoot,21930,Chelsea,Nottingham Forest,0,1,2023-09-02 14:00:00,Axel Disasi,Pass
497,536760,13,BlockedShot,0.8580000305175781,0.6370000076293946,0.06192906200885773,Odsonne Edouard,h,3697,OpenPlay,2023,RightFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Eberechi Eze,BallTouch
498,536761,15,BlockedShot,0.9130000305175782,0.4520000076293945,0.4811388850212097,Jordan Ayew,h,672,OpenPlay,2023,RightFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Jefferson Lerma,Pass
499,536762,15,MissedShots,0.865,0.61,0.060594622045755386,Odsonne Edouard,h,3697,OpenPlay,2023,RightFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,,Rebound
500,536763,18,SavedShot,0.9440000152587891,0.62,0.07612796872854233,Jeffrey Schlupp,h,757,OpenPlay,2023,LeftFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Jordan Ayew,Cross
501,536764,24,MissedShots,0.9180000305175782,0.44,0.05845431983470917,Odsonne Edouard,h,3697,SetPiece,2023,Head,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Jeffrey Schlupp,Chipped
502,536769,40,SavedShot,0.9119999694824219,0.6840000152587891,0.08161208033561707,Odsonne Edouard,h,3697,OpenPlay,2023,LeftFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Jefferson Lerma,Pass
503,536773,55,Goal,0.9619999694824218,0.5420000076293945,0.5881925225257874,Odsonne Edouard,h,3697,OpenPlay,2023,RightFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Tyrick Mitchell,Cross
504,536775,66,SavedShot,0.8730000305175781,0.539000015258789,0.03921857848763466,Jeffrey Schlupp,h,757,OpenPlay,2023,OtherBodyPart,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Eberechi Eze,Aerial
505,536776,71,SavedShot,0.93,0.44299999237060544,0.040710870176553726,Jefferson Lerma,h,2182,FromCorner,2023,Head,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Eberechi Eze,Aerial
506,536777,72,SavedShot,0.840999984741211,0.4109999847412109,0.02386193908751011,Jordan Ayew,h,672,OpenPlay,2023,RightFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,,Aerial
507,536778,74,MissedShots,0.88,0.6619999694824219,0.053188059478998184,Odsonne Edouard,h,3697,OpenPlay,2023,LeftFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Eberechi Eze,Pass
508,536779,77,SavedShot,0.7830000305175782,0.29399999618530276,0.05634389817714691,Eberechi Eze,h,8706,DirectFreekick,2023,RightFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,,Standard
509,536780,77,Goal,0.9130000305175782,0.45099998474121095,0.47531625628471375,Eberechi Eze,h,8706,OpenPlay,2023,RightFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Jean-Philippe Mateta,Pass
510,536781,83,Goal,0.8640000152587891,0.49599998474121093,0.1231609508395195,Odsonne Edouard,h,3697,OpenPlay,2023,RightFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Jean-Philippe Mateta,Pass
511,536783,92,SavedShot,0.915,0.6669999694824219,0.12013604491949081,Eberechi Eze,h,8706,OpenPlay,2023,RightFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,Will Hughes,LayOff
512,536784,92,MissedShots,0.7780000305175782,0.37099998474121093,0.018513647839426994,Joel Ward,h,510,FromCorner,2023,RightFoot,21932,Crystal Palace,Wolverhampton Wanderers,3,2,2023-09-03 13:00:00,,None
513,532881,2,Goal,0.9390000152587891,0.524000015258789,0.4561017155647278,Taiwo Awoniyi,h,7814,OpenPlay,2023,Head,22285,Nottingham Forest,Sheffield United,2,1,2023-08-18 18:45:00,Serge Aurier,Aerial
